"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Rodentia","Muridae","Pseudomys","patrius","Pseudomys patrius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,70,10.68,10.77,10.73,147.53,147.44,147.48,1,2.5,1,0.16,80.5,222,1040,1623
"Rodentia","Muridae","Pseudomys","pilligaensis","Pseudomys pilligaensis",0,10.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"456;2655",0,0,0,0,4765.35,30,30.72,30.36,151.03,150.25,150.64,1,1.3,1,0,50.4,154.17,727.66,1147.21
"Rodentia","Muridae","Pseudomys","shortridgei","Pseudomys shortridgei",0,72.06,0,137.5,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,324.83,0,4,0,0,0,0,0,"456;1297;1577;2655;2803",0,0,0,0,45747.71,32.42,38.43,35.42,142.58,118.36,130.47,0,1.57,0,0.01,50.51,144.43,441.02,1016.76
"Chiroptera","Pteropodidae","Pteropus","intermedius","Pteropus intermedius",0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78",735.45,0,0,0,23524.64,16.11,14.84,15.48,100.04,8.07,0.51,5,70.47,5,0.04,184.84,253.73,1123.18,1702.45
"Chiroptera","Pteropodidae","Pteropus","keyensis","Pteropus keyensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,3810,7,8.34,7.72,131.08,130.75,131.37,10,10,10,0.11,164,267,0,0
"Chiroptera","Pteropodidae","Pteropus","leucopterus","Pteropus leucopterus",0,343.81,130.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1439;1658;2151;2655",0,0,0,0,107082.23,18.65,0.81,14.23,125.7,110.74,122.72,10,206.61,30,0.08,238.2,240.72,1367.82,1715.75
"Chiroptera","Pteropodidae","Pteropus","livingstonii","Pteropus livingstonii",0,734.27,172.05,340,0,0,0,0,0,0,152.08,1,0,0,0,1,0,0,137.43,150,0,0,0,0,0,2,0,151.22,0,0,"271;899;1658;2151;2402;2655;2868;3120",0,0,0,0,630.47,12.06,12.38,12.22,44.53,43.61,44.07,134,370.66,134,0.15,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","lombocensis","Pteropus lombocensis",0,256.15,113.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"78;1621;1658;2151;2655",0,0,0,0,65052.84,8.06,10.37,0.22,127.3,115.83,121.57,20,117.11,41,0.07,200.6,242.61,0,0
"Chiroptera","Pteropodidae","Pteropus","loochoensis","Pteropus loochoensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","lylei","Pteropus lylei",0,310.75,151.74,237.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,"78;196;360;1658;2151;2655;2719;2910",0,0,0,0,111052.43,15.05,6.58,10.82,108.48,8.87,103.67,3,148.04,8,0.08,167.45,250.48,1255.5,1740.45
"Chiroptera","Pteropodidae","Pteropus","macrotis","Pteropus macrotis",0,365,135.24,211.17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,350.78,0,0,"196;406;1658;2151;2655",0,0,0,0,361050.13,0.8,10.7,5.7,150.87,130.63,140.75,1,8.51,1,0.1,280.61,228.13,1645.06,1676.36
"Chiroptera","Pteropodidae","Pteropus","mahaganus","Pteropus mahaganus",0,207.28,137.5,180.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"196;1658;2151;2280;2655",0,0,0,0,11364.47,5.1,8.58,6.84,150,154.6,157.25,13,15.67,13,0.15,185,265.11,0,0
"Chiroptera","Pteropodidae","Pteropus","mariannus","Pteropus mariannus",0,458.58,135.4,217.5,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,285,0,0,0,2,1,0,0,0,"899;1528;1658;2017;2143;2151;2622;2655;3016;3017",0,0,0,0,1030.33,10.71,0.87,14.7,145.85,130.65,142.75,124,152.01,124,0.28,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","melanopogon","Pteropus melanopogon",0,874.04,101.5,285.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151;2655",0,0,0,0,30072.05,2.77,8.03,5.4,132.8,125,120.4,10,22.18,10,0.06,260.37,238.07,0,0
"Chiroptera","Pteropodidae","Pteropus","melanotus","Pteropus melanotus",0,0,148.6,0,0,0,0,0,0,0,156.43,1,0,0,0,1,1,0,0,0,0,1000,210.45,0,0,2,0,0,0,0,"212;1658;2017;2151",418.05,0,0,0,5010.16,13.33,10.57,1.37,105.71,2.16,8.04,0,71.35,14,0.16,277.5,261.4,0,0
"Chiroptera","Pteropodidae","Pteropus","molossinus","Pteropus molossinus",0,0,6.4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,250,0,0,0,2,1,0,0,0,"899;1658;2017;2151",121.37,0,0,0,340.5,7.06,6.72,6.8,158.33,157.7,158.06,158,158,158,0.11,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","neohibernicus","Pteropus neohibernicus",0,1017.37,105.13,270.07,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,775,0,0,0,2,0,0,0,0,"196;406;978;1658;2017;2151;2622;2655",0,0,0,0,455283,0.04,10.7,5.33,152.66,120.27,140.07,1,8.23,1,0.12,264.07,230.86,1652.44,1682.57
"Chiroptera","Pteropodidae","Pteropus","niger","Pteropus niger",0,474.43,160.44,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55,0,0,0,2,0,0,0,0,"271;599;1658;2017;2151;2655",0,0,0,0,1882.16,10.08,20.52,20.25,57.8,57.3,57.55,0,476.34,0,0.05,174,230,0,0
"Chiroptera","Pteropodidae","Pteropus","nitendiensis","Pteropus nitendiensis",0,275.56,110.32,175.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151;2536;2655",0,0,0,0,515.2,10.66,10.88,10.77,166,165.6,165.8,13,13,13,0.18,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","ocularis","Pteropus ocularis",0,228.76,138.68,202.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151;2655",0,0,0,0,26128.32,2.77,3.87,3.32,130.87,125,128.43,23,23,23,0.04,281,235.88,0,0
"Chiroptera","Pteropodidae","Pteropus","ornatus","Pteropus ornatus",0,336.25,153,183.18,0,0,0,0,0,0,187.72,1,0,0,0,0.08,1,0,0,0,0,650,755.15,0,0,2,0,0,0,0,"978;1297;1658;2017;2151;2655",0,0,0,0,18308.58,20.08,22.3,21.24,168.12,163.08,166.05,10,10,10,0.11,87.85,205.31,0,0
"Chiroptera","Pteropodidae","Pteropus","pelewensis","Pteropus pelewensis",0,0,113.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78;978",103.81,0,0,0,0.06,5.35,5.33,5.34,132.22,132.21,132.22,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","personatus","Pteropus personatus",0,130.84,1,136.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151;2655",0,0,0,0,25383.48,2.64,1.74,0.45,128,127.28,128,5,35.1,5,0.04,201.4,250,0,0
"Chiroptera","Pteropodidae","Pteropus","pilosus","Pteropus pilosus",0,0,151.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"78;1658;2151",441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","pohlei","Pteropus pohlei",0,352.75,131,107.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"978;1658;2151;2655",0,0,0,0,5156.4,0.62,1,1.26,136,134.7,135.85,2,23,2,0.05,225,252,0,0
"Chiroptera","Pteropodidae","Pteropus","poliocephalus","Pteropus poliocephalus",0,702.78,162,272.5,0,760.41,316.04,508,2,0,187.72,1,0,0,0,1,1,0,70,0,0,75000,536.12,0,0,2,1,120,0,0,"196;206;360;874;1297;1386;1388;1536;1658;1704;1784;1822;2017;2125;2126;2143;2151;2220;2221;2222;2388;2655;2719;2744;2821;2862;3023",0,0,0,0,547120.04,10.18,30.13,20.16,153.63,141.32,147.48,0,27.01,1,0.05,70.05,158.14,751.3,1104.12
"Chiroptera","Pteropodidae","Pteropus","pselaphon","Pteropus pselaphon",0,0,135.58,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2017;2151;3113",321.4,0,0,0,72.37,27.1,24.23,25.66,142.23,141.27,141.75,455,455,455,0.01,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","pumilus","Pteropus pumilus",0,184.05,108,0,0,0,126.2,104.2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,"1439;1658;1950;2017;2151;2655;2885",0,0,0,0,232023.04,18.65,5.01,11.83,126.6,110.73,123.16,0,230.46,32,0.1,200.4,240.08,1470.6,1720.38
"Chiroptera","Pteropodidae","Pteropus","rayneri","Pteropus rayneri",0,661.28,158.61,255.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68.45,122.64,0,0,0,0,0,2,0,181.36,0,0,"78;406;978;1297;1658;2151;2280;2655",0,0,0,0,26002.6,5.06,0.04,7.5,161.3,154.58,157,13,14.37,13,0.16,100.6,262.36,0,0
"Chiroptera","Pteropodidae","Pteropus","rennelli","Pteropus rennelli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,670.88,11.46,11.85,11.65,160.58,150.04,160.26,13,13,13,0.18,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","rodricensis","Pteropus rodricensis",0,256.17,125.34,0,0,0,134,254.5,1,0,154.24,1,0,0,0,1,1,360,45,0,0,100,755.15,0,0,2,1,140.74,0,0,"266;271;554;556;599;899;1297;1658;1701;1950;2017;2151;2309;2655;2995",0,0,0,0,111.5,10.66,10.76,10.71,63.5,63.32,63.41,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","rufus","Pteropus rufus",0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78",535.32,0,0,0,350608.78,11.04,25.6,18.77,50.48,43.22,46.85,2,26.46,3,0.18,126.27,224.45,1004.7,1616.72
"Chiroptera","Pteropodidae","Pteropus","samoensis","Pteropus samoensis",3,300,138.42,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,143.2,0,0,"196;899;1658;2017;2151;2655",0,0,0,0,10506,13.43,18.7,16.06,170,170,0,0,64.72,42,0.08,206.67,236.67,0,0
"Chiroptera","Pteropodidae","Pteropus","scapulatus","Pteropus scapulatus",0,380.35,131.5,0,0,0,242.54,362,2,0,0,1,0,0,0,1,0,0,0,0,0,500500,566.36,0,0,2,1,133.76,0,0,"196;206;360;1297;1386;1388;1658;1704;1822;2017;2126;2143;2151;2388;2655;2719;2744;3023",0,0,0,0,3331520,0.06,37.22,23.14,153.63,113.14,133.3,0,4.38,0,0.04,54.75,224.38,626.1,1480.15
"Chiroptera","Pteropodidae","Pteropus","seychellensis","Pteropus seychellensis",0,402.2,153.17,0,0,0,0,0,0,0,156.43,1,0,0,0,1,1,0,0,0,0,325,0,0,0,2,0,0,0,0,"271;599;1658;2017;2151;2402;2655;3120",0,0,0,0,706.03,4.56,0.46,7.01,55.53,30.58,47.56,0,187.02,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","speciosus","Pteropus speciosus",0,0,121.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"78;978;1658;2151",234.85,0,0,0,6863.56,0.82,5.58,2.11,126.6,114.3,120.5,0,161.5,35,0.12,170.68,236.3,1567.81,1734.24
"Chiroptera","Pteropodidae","Pteropus","subniger","Pteropus subniger",0,0,8.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"271;1658;2151",127.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","temminckii","Pteropus temminckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,26028.33,2.77,3.87,3.32,130.87,125,128.43,23,23,23,0.04,281,235.88,0,0
"Chiroptera","Pteropodidae","Pteropus","tokudae","Pteropus tokudae",0,153.7,3.4,145.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1297;1658;2017;2143;2151;2655;3018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","tonganus","Pteropus tonganus",2,561.51,136.16,177.32,0,0,0,0,1,0,167.2,1,0,0,0,1,0,0,4.16,0,0,1000,0,0,0,2,1,143.2,0,0,"152;196;360;406;899;978;1297;1386;1388;1577;1658;2017;2143;2151;2655;3023;3061",0,0,0,0,56056.3,3.34,22.3,12.87,170,170,0,0,33.81,10,0.12,172.3,228,1653,1653
"Chiroptera","Pteropodidae","Pteropus","tuberculatus","Pteropus tuberculatus",0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151",226.64,0,0,0,182.24,11.58,11.72,11.65,166.08,166.77,166.87,13,13,13,0.18,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","ualanus","Pteropus ualanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,"2017",0,0,0,0,103.24,5.37,5.26,5.31,163.03,162,162.07,158,158,158,0.11,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","vampyrus","Pteropus vampyrus",0,1027.54,200,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1500,0,0,0,2,1,104.6,0,0,"78;196;212;360;1297;1439;1621;1658;2017;2151;2295;2655;2719;2885;2910",0,0,0,0,2034681.18,18.65,10.62,4.01,127.3,5.18,111.24,0,165.58,4,0.13,217,240.08,1525.7,1714.1
"Chiroptera","Pteropodidae","Pteropus","vetulus","Pteropus vetulus",0,151.54,101.83,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"978;1658;2151;2655",0,0,0,0,16470.05,20.08,22.3,21.24,167.02,163.08,165.5,10,10,10,0.11,87.85,205.31,0,0
"Chiroptera","Pteropodidae","Pteropus","voeltzkowi","Pteropus voeltzkowi",0,542.4,156,0,0,0,0,0,0,0,152.08,1,0,0,0,1,1,0,0,0,0,100,0,0,0,2,0,143.2,0,0,"212;271;899;1658;2151;2622;2655",0,0,0,0,14.27,4.86,5.44,5.15,30.87,30.63,30.75,310,320,310,0.15,0,0,0,0
"Chiroptera","Pteropodidae","Pteropus","woodfordi","Pteropus woodfordi",0,122.67,88.28,141.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"1658;2151;2280;2655",0,0,0,0,13701.81,6.8,0.04,8.37,161.3,156.02,158.7,13,13,13,0.18,106,258.68,0,0
"Chiroptera","Pteropodidae","Pteropus","yapensis","Pteropus yapensis",0,0,130.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"78",280.58,0,0,0,8.55,0.63,0.43,0.53,138.1,138.05,138.12,158,158,158,0.11,0,0,0,0
"Scandentia","Ptilocercidae","Ptilocercus","lowii","Ptilocercus lowii",1,42.5,0,120,0,0,43.5,58,3,0,0,1,0,0,0,0,0,32.4,0,0,0,0,0,0,0,2,2,0,0,0,"543;679;1822;2152;2655",0,0,0,0,503574.87,6.04,5.04,0.5,117.88,5.68,106.78,1,8.64,4,0.14,232.38,251.14,1686.68,1750.48
"Artiodactyla","Cervidae","Pudu","mephistophiles","Pudu mephistophiles",0,500.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,400,0,0,0,0,0,0,0,0,0,0,0,"543;1297;2655",0,0,0,0,244304.21,5,12.56,3.73,73.55,70.28,76.41,2,30.31,2,0.13,151.56,201.08,1326.56,1463.47
"Artiodactyla","Cervidae","Pudu","puda","Pudu puda",2,642.62,0,0,0,0,0,0,4,0,210,1,0.17,0.15,0,1.22,0,150,780,0,0,1,220.14,0,0,1,1,54.75,2863.2,0,"200;543;653;890;1015;1297;1573;1763;1852;2204;2655;3009",0,0,0,0,223036.02,34.84,52.55,43.6,70.04,74.3,72.62,0,11,0,0.05,100.54,60.55,567.07,710.68
"Carnivora","Felidae","Puma","concolor","Puma concolor",2,53054.05,0,1306.33,8,623.54,13300.8,51800,1,410,2.3,1,120.8,138.87,577.01,2.76,0.75,240,400.87,0,0.02,0,1034.61,1,0,1,3,48.46,3400,0,"367;542;543;730;890;1113;1297;1573;2655",0,0,0,0,22350850.07,50.66,53.1,3.28,34.7,135.36,85.07,0,23.42,0,0.1,100.2,181.03,68.16,1206.83
"Carnivora","Felidae","Puma","yagouaroundi","Puma yagouaroundi",2,6875,0,701.35,0,0,0,0,3,0,75.01,1,52.35,40.11,182.5,2.5,2,127.83,0,0,0.58,0,1052.28,0,0,1,2,0,0,0,"730;890;1113;1297;1573;2151;2431;2655",0,0,0,0,15003388.56,32.8,30.2,3.2,34.7,112.71,73.75,0,25.87,0,0.11,138.03,233.53,1220.52,1476.47
"Rodentia","Cricetidae","Punomys","kofordi","Punomys kofordi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Punomys","lemminus","Punomys lemminus",3,84.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"890;1297;2655",0,0,0,0,14088.7,14.14,15.5,14.82,60.26,71.16,70.21,8,21,8,0.07,170.51,27.1,1003.2,1253.73
"Carnivora","Phocidae","Pusa","caspica","Pusa caspica",0,62326.2,0,1405.5,0,2100,0,0,2,31.5,334.58,2,0,0,365,1,0,600,4182.6,0,1.47,0,2100.16,0,0,1,3,31.32,13048.05,0,"367;543;1015;1297;1763;2151;2655;2986",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnivora","Phocidae","Pusa","hispida","Pusa hispida",2,70063.6,0,1287.15,0,0,12813,60083.33,6,48,270,2,0,0,365,1,0,552,4500,0,0.05,0,2251.64,0,0,1,2,45.23,14000,0,"367;543;1297;1763;2151;2338;2620;2655;2986",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artiodactyla","Cervidae","Rusa","unicolor","Rusa unicolor",2,177522,0,2040,0,788.4,0,0,3,0,246,0,0,0,0,1,0,317.04,10270,0,4.8,0,620.76,0,0,0,1,0,0,0,"653;730;789;1297;2133;2152;2525;2655;2986;3010",0,0,0,0,7050571.04,20,5.04,12.02,122,72.5,7.25,1,218,7,0.1,152.82,224.61,1103.12,1467.16
"Rodentia","Spalacidae","Rhizomys","sumatrensis","Rhizomys sumatrensis",0,2500,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,60.25,0,0,"1297;2655",0,0,0,0,1503754.2,23.33,1.26,12.2,100.46,6.78,103.12,2,120,8,0,161.82,230.06,1103.4,1570.15
"Rodentia","Capromyidae","Rhizoplagiodontia","lemkei","Rhizoplagiodontia lemkei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Rhipidomys","macconnelli","Rhipidomys macconnelli",1,41.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,101016.01,8.27,0.76,4.51,50.73,66.81,63.27,0,0.78,0,0.28,174.87,230.21,1641.03,1684.55
"Rodentia","Cricetidae","Rhipidomys","macrurus","Rhipidomys macrurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Rhipidomys","mastacalis","Rhipidomys mastacalis",1,100,0,0,0,0,0,0,4,0,0,1,0,0,0,3.8,3.5,0,0,0,101.1,0,2.8,1,0,2,2,0,0,0,"730;890;905;1297;2151;2159;2655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Rhipidomys","modicus","Rhipidomys modicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Rhipidomys","nitela","Rhipidomys nitela",1,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,1487334.06,8.52,17.41,4.44,50.68,68.47,50.57,0,3.5,0,0.13,158.75,246.05,1401.06,1688.5
"Carnivora","Phocidae","Pusa","sibirica","Pusa sibirica",2,80400,0,1272.05,0,0,0,0,1,72.5,277.63,2,0,0,365,1,0,672,3050,0,1.58,0,2276.14,0,0,1,3,66.11,0,0,"367;543;1297;1763;2151;2655;2986",0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Primates","Cercopithecidae","Pygathrix","cinerea","Pygathrix cinerea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,14272.32,15.02,13.77,14.85,108.66,107.06,108.31,24,157,24,0.13,180.64,221,1305.36,1527.35
"Primates","Cercopithecidae","Pygathrix","nemaeus","Pygathrix nemaeus",3,411.1,0,623.37,0,0,0,0,2,0,182.88,0,0,0,430.7,1.01,0,300,101.04,0,0,0.3,0,0.3,0,0,1,0,0,0,"208;543;741;899;1297;1347;1544;1547;1848;2344;2493;2655;2660",0,1.01,0,0,150210.65,10.55,13.71,16.63,100.2,102.08,106,5,123.68,0,0.13,180.53,225.37,1211.1,1472.05
"Primates","Cercopithecidae","Pygathrix","nigripes","Pygathrix nigripes",0,10333.32,0,600,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"899;1848",0,0,0,0,120510.56,14.6,10.5,12.5,100.46,105.62,107.54,2,130.73,3,0.14,158.37,246.34,1174.42,1474.14
"Rodentia","Dipodidae","Pygeretmus","platyurus","Pygeretmus platyurus",1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,5.17,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"1297;2151",0,0,0,0,55522.7,51.35,40.8,46.08,88.71,51.01,70.31,0,3.04,0,0.00348,15.66,60.64,240.04,600.55
"Rodentia","Dipodidae","Pygeretmus","pumilio","Pygeretmus pumilio",1,52.24,0,0,0,0,0,0,2,0,27.5,2,0.00244,0.0022,0,3.35,1.5,0,0,0,0,0,0,0,0,1,1,0,0,0,"1297;1573;2151;2655",0,0,0,0,3381878.34,51.02,34.03,43.43,112.18,30.04,76.06,0,11.35,0,0.02,18.05,61.22,248.84,634.08
"Rodentia","Dipodidae","Pygeretmus","shitkovi","Pygeretmus shitkovi",1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,5.4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,"2151",0,0,0,0,104200.47,47.52,43.53,45.52,80.06,60.82,74.04,0,3.73,1,0.00621,31.63,80.23,240.8,565.47
"Chiroptera","Phyllostomidae","Pygoderma","bilabiatum","Pygoderma bilabiatum",0,18.5,40,0,0,0,0,0,2,0,0,1,0,0,0,0.08,1,0,0,0,0,0,0,0,0,2,1,0,0,0,"758;889;1297;1658;2151;2622;2655;2807",0,0,0,0,3070130.45,14.4,20.01,22.2,30.63,67.41,53.52,0,41.47,0,0,100.76,207.5,1126.21,1340.48
"Rodentia","Heptaxodontidae","Quemisia","gravis","Quemisia gravis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Cricetidae","Rhipidomys","wetzeli","Rhipidomys wetzeli",1,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"2151;2655",0,0,0,0,205046.83,7.16,0.76,3.06,60.6,67.54,64.07,0,0.83,0,0.16,170.27,227.11,1621.42,1702.25
